"Sector","Indicator_Group_Code","Indicator_Group_Name","Indicator_Code","Indicator_Name","Disaggregation_Type","Level_Of_Difficulty","Sex","Location","Age","Type_Of_Disability","Country_Code","Country_Name","Time","Data","Units_Of_Measure"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","ETH","Ethiopia",2021,78.25414335,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","GAB","Gabon",2017,56.29801324,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","GMB","Gambia, The",2018,63.05876046,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","GHA","Ghana",2021,60.92484355,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","GTM","Guatemala",2018,74.94049373,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","GIN","Guinea",2018,73.8307637,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","GNB","Guinea-Bissau",2018,69.47133424,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","HTI","Haiti",2017,64.04072222,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","IDN","Indonesia",2019,81.56247892,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","KEN","Kenya",2019,63.9612499,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","KIR","Kiribati",2020,44.23246708,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","LSO","Lesotho",2017,46.74510482,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","LBR","Liberia",2016,75.33764787,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","MWI","Malawi",2019,75.46243541,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","MDV","Maldives",2009,94.81216899,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","MLI","Mali",2018,76.32306942,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","MRT","Mauritania",2021,57.2271243,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","MUS","Mauritius",2011,72.57269479,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","MEX","Mexico",2020,73.85980821,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","MNG","Mongolia",2020,71.99138859,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","MAR","Morocco",2014,70.16806723,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","MMR","Myanmar",2014,81.11218453,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","NAM","Namibia",2015,65.20909908,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","NPL","Nepal",2022,74.54076593,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","NER","Niger",2018,85.1472095,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","NGA","Nigeria",2018,66.11140923,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","PAK","Pakistan",2020,79.76188462,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","RWA","Rwanda",2021,55.8020097,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","SEN","Senegal",2018,81.38881981,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","SLE","Sierra Leone",2018,67.68632892,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","SOM","Somalia",2022,41.0611897,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","ZAF","South Africa",2016,42.81317252,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","LKA","Sri Lanka",2021,73.42493911,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","SUR","Suriname",2012,70.35954011,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","TJK","Tajikistan",2016,55.0149937,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","TZA","Tanzania",2020,78.38100995,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","TLS","Timor-Leste",2016,66.59135409,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","TGO","Togo",2018,75.38389259,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","UGA","Uganda",2016,90.97933061,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","URY","Uruguay",2011,75.74479006,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","VUT","Vanuatu",2009,76.72014569,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","VNM","Viet Nam",2019,81.04332217,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","PSE","West Bank and Gaza",2009,60.03364721,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","ZMB","Zambia",2020,46.39001795,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_male","Employment to population ratio (% of male Persons with no functional difficulty)","Level of difficulty, Sex","No difficulty","Male","All","All","All","ZWE","Zimbabwe",2017,79.09538557,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","AFG","Afghanistan",2016,44.29452359,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","BGD","Bangladesh",2016,42.89674473,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","BEN","Benin",2018,78.63091222,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","BTN","Bhutan",2017,61.68174094,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","BOL","Bolivia",2021,79.01313681,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","BIH","Bosnia and Herzegovina",2015,39.17808202,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","BRA","Brazil",2022,55.84405534,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","BFA","Burkina Faso",2018,84.21069484,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","KHM","Cambodia",2019,82.97775899,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","KHM","Cambodia",2022,66.88099483,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","TCD","Chad",2018,76.66735571,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","CHL","Chile",2017,53.7771276,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","COL","Colombia",2022,58.39738185,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","COM","Comoros",2020,48.52043745,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","CIV","Cote d'Ivoire",2018,75.87660656,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","DJI","Djibouti",2017,17.43234403,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","SWZ","Eswatini",2016,33.09344732,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","ETH","Ethiopia",2021,69.87749566,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","GAB","Gabon",2017,57.41628225,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","GMB","Gambia, The",2018,64.81314643,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","GHA","Ghana",2021,59.63462907,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","GTM","Guatemala",2018,56.45193305,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","GIN","Guinea",2018,78.96219379,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","GNB","Guinea-Bissau",2018,79.21628129,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","HTI","Haiti",2017,50.48825337,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","IDN","Indonesia",2019,69.92687683,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","KEN","Kenya",2019,65.4331639,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","KIR","Kiribati",2020,38.32335329,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","LSO","Lesotho",2017,37.37489444,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","LBR","Liberia",2016,82.5892729,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","MWI","Malawi",2019,73.5471401,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","MDV","Maldives",2009,47.90721104,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","MLI","Mali",2018,57.94315751,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","MRT","Mauritania",2021,22.25080305,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","MUS","Mauritius",2011,54.56646156,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","MEX","Mexico",2020,44.62480394,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","MAR","Morocco",2014,42.19957844,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","MMR","Myanmar",2014,56.49012794,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","NAM","Namibia",2015,62.11895741,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","NPL","Nepal",2022,71.29671801,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","NER","Niger",2018,77.0139564,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","NGA","Nigeria",2018,59.53994968,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","PAK","Pakistan",2020,56.04011373,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","RWA","Rwanda",2021,49.27223504,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","SEN","Senegal",2018,58.4336201,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","SLE","Sierra Leone",2018,81.64132307,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","SOM","Somalia",2022,29.22267764,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","ZAF","South Africa",2016,25.38748252,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","LKA","Sri Lanka",2021,52.31236303,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","TJK","Tajikistan",2016,38.23563554,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","TZA","Tanzania",2020,74.53676365,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","TLS","Timor-Leste",2016,41.32321396,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","TGO","Togo",2018,80.70611923,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","UGA","Uganda",2016,76.57642405,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","VNM","Viet Nam",2019,67.5063844,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","PSE","West Bank and Gaza",2009,46.44558402,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","ZMB","Zambia",2020,35.14707973,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_rur","Employment to population ratio (% of Persons living in rural areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Rural","All","All","ZWE","Zimbabwe",2017,88.09182812,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","AFG","Afghanistan",2016,35.97810129,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","BGD","Bangladesh",2016,48.23285331,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","BEN","Benin",2018,71.10452795,"Percent"
